2025-05-09 00:54:54,Safe
2025-05-09 00:54:55,Safe
2025-05-09 00:54:55,Safe
2025-05-09 00:54:55,Safe
2025-05-09 00:54:55,Safe
2025-05-09 00:54:55,Safe
2025-05-09 00:54:55,Safe
2025-05-09 00:54:55,Safe
2025-05-09 00:54:55,Safe
2025-05-09 00:54:56,Safe
2025-05-09 00:54:56,Safe
2025-05-09 00:54:56,Safe
2025-05-09 00:54:56,Safe
2025-05-09 00:54:56,Safe
2025-05-09 00:54:56,Safe
2025-05-09 00:54:56,Hands Off Wheel
2025-05-09 00:54:56,Hands Off Wheel
2025-05-09 00:54:56,Hands Off Wheel
2025-05-09 00:54:57,Hands Off Wheel
2025-05-09 00:54:57,Hands Off Wheel
2025-05-09 00:54:57,Hands Off Wheel
2025-05-09 00:54:57,Hands Off Wheel
2025-05-09 00:54:57,Hands Off Wheel
2025-05-09 00:54:57,Hands Off Wheel
2025-05-09 00:54:57,Hands Off Wheel
2025-05-09 00:54:57,Hands Off Wheel
2025-05-09 00:54:57,Hands Off Wheel
2025-05-09 00:54:58,Hands Off Wheel
2025-05-09 00:54:58,Hands Off Wheel
2025-05-09 00:54:58,Hands Off Wheel
2025-05-09 00:54:58,Hands Off Wheel
2025-05-09 00:54:58,Hands Off Wheel
2025-05-09 00:54:58,Hands Off Wheel
2025-05-09 00:54:58,Hands Off Wheel
2025-05-09 00:54:58,Hands Off Wheel
2025-05-09 00:54:59,Hands Off Wheel
2025-05-09 00:54:59,Hands Off Wheel
2025-05-09 00:54:59,Phone in use
2025-05-09 00:54:59,Phone in use
2025-05-09 00:54:59,Phone in use
2025-05-09 00:54:59,Safe
2025-05-09 00:54:59,Safe
2025-05-09 00:55:00,Safe
2025-05-09 00:55:00,Safe
2025-05-09 00:55:00,Phone in use
2025-05-09 00:55:00,Phone in use
2025-05-09 00:55:00,Safe
2025-05-09 00:55:00,Safe
2025-05-09 00:55:00,Phone in use
2025-05-09 00:55:01,Phone in use
2025-05-09 00:55:01,Safe
2025-05-09 00:55:01,Safe
2025-05-09 00:55:01,Safe
2025-05-09 00:55:01,Safe
2025-05-09 00:55:01,Safe
2025-05-09 00:55:01,Hands Off Wheel
2025-05-09 00:55:01,Hands Off Wheel
2025-05-09 00:55:02,Hands Off Wheel
2025-05-09 00:55:02,Safe
2025-05-09 00:55:02,Safe
2025-05-09 00:55:02,Safe
2025-05-09 00:55:02,Safe
2025-05-09 00:55:02,Safe
2025-05-09 00:55:02,Safe
2025-05-09 00:55:02,Safe
2025-05-09 00:55:03,Safe
2025-05-09 00:55:03,Safe
2025-05-09 00:55:03,Safe
2025-05-09 00:55:03,Safe
2025-05-09 00:55:03,Safe
2025-05-09 00:55:03,Safe
2025-05-09 00:55:03,Safe
2025-05-09 00:55:04,Safe
2025-05-09 00:55:04,Safe
2025-05-09 00:55:04,Safe
2025-05-09 00:55:04,Safe
2025-05-09 00:55:04,Safe
2025-05-09 00:55:04,Safe
2025-05-09 00:55:04,Safe
2025-05-09 00:55:05,Safe
2025-05-09 00:55:05,Safe
2025-05-09 00:55:05,Safe
2025-05-09 00:55:05,Safe
2025-05-09 00:55:05,Safe
2025-05-09 00:55:05,Safe
2025-05-09 00:55:05,Hands Off Wheel
2025-05-09 00:55:05,Hands Off Wheel
2025-05-09 00:55:05,Hands Off Wheel
2025-05-09 00:55:06,Hands Off Wheel
2025-05-09 00:55:06,Hands Off Wheel
2025-05-09 00:55:06,Hands Off Wheel
2025-05-09 00:55:06,Hands Off Wheel
2025-05-09 00:55:06,Hands Off Wheel
2025-05-09 00:55:06,Hands Off Wheel
2025-05-09 00:55:06,Hands Off Wheel
2025-05-09 00:55:06,Hands Off Wheel
2025-05-09 00:55:06,Hands Off Wheel
2025-05-09 00:55:07,Hands Off Wheel
2025-05-09 00:55:07,Hands Off Wheel
2025-05-09 00:55:07,Hands Off Wheel
2025-05-09 00:55:07,Hands Off Wheel
2025-05-09 00:55:07,Hands Off Wheel
2025-05-09 00:55:07,Safe
2025-05-09 00:55:07,Safe
2025-05-09 00:55:07,Safe
2025-05-09 00:55:08,Safe
2025-05-09 00:55:08,Safe
2025-05-09 00:55:08,Safe
2025-05-09 00:55:08,Safe
2025-05-09 00:55:08,Safe
2025-05-09 00:55:08,Safe
2025-05-09 00:55:08,Safe
2025-05-09 00:55:08,Safe
2025-05-09 00:55:09,Safe
2025-05-09 00:55:09,Safe
2025-05-09 00:55:09,Safe
2025-05-09 00:55:09,Safe
2025-05-09 00:55:09,Safe
2025-05-09 00:55:09,Safe
2025-05-09 00:55:09,Safe
2025-05-09 00:55:09,Safe
2025-05-09 00:55:10,Safe
2025-05-09 00:55:10,Safe
2025-05-09 00:55:10,Hands Off Wheel
2025-05-09 00:55:10,Hands Off Wheel
2025-05-09 00:55:10,Hands Off Wheel
2025-05-09 00:55:10,Hands Off Wheel
2025-05-09 00:55:10,Hands Off Wheel
2025-05-09 00:55:10,Hands Off Wheel
2025-05-09 00:55:11,Hands Off Wheel
2025-05-09 00:55:11,Hands Off Wheel
2025-05-09 00:55:11,Hands Off Wheel
2025-05-09 00:55:11,Hands Off Wheel
2025-05-09 00:55:11,Hands Off Wheel
2025-05-09 00:55:11,Hands Off Wheel
2025-05-09 00:55:11,Hands Off Wheel
2025-05-09 00:55:11,Hands Off Wheel
2025-05-09 00:55:12,Hands Off Wheel
2025-05-09 00:55:12,Hands Off Wheel
2025-05-09 00:55:12,Hands Off Wheel
2025-05-09 00:55:12,Hands Off Wheel
2025-05-09 00:55:12,Hands Off Wheel
2025-05-09 00:55:12,Hands Off Wheel
2025-05-09 00:55:12,Hands Off Wheel
2025-05-09 00:55:12,Hands Off Wheel
2025-05-09 00:55:13,Hands Off Wheel
2025-05-09 00:55:13,Safe
2025-05-09 00:55:13,Safe
2025-05-09 00:55:13,Safe
2025-05-09 00:55:13,Safe
2025-05-09 00:55:13,Safe
2025-05-09 00:55:13,Safe
