timestamp,status
2025-05-09 02:16:01,head_pose
2025-05-09 02:16:01,head_pose
2025-05-09 02:16:02,head_pose
2025-05-09 02:16:02,head_pose
2025-05-09 02:16:02,head_pose
2025-05-09 02:16:02,head_pose
2025-05-09 02:16:02,safe
2025-05-09 02:16:02,safe
2025-05-09 02:16:02,safe
2025-05-09 02:16:02,safe
2025-05-09 02:16:02,safe
2025-05-09 02:16:03,safe
2025-05-09 02:16:03,safe
2025-05-09 02:16:03,safe
2025-05-09 02:16:03,safe
2025-05-09 02:16:03,hand_off
2025-05-09 02:16:03,hand_off
2025-05-09 02:16:03,hand_off
2025-05-09 02:16:03,hand_off
2025-05-09 02:16:03,hand_off
2025-05-09 02:16:04,hand_off
2025-05-09 02:16:04,drowsy
2025-05-09 02:16:04,drowsy
2025-05-09 02:16:04,drowsy
2025-05-09 02:16:04,drowsy
2025-05-09 02:16:04,drowsy
2025-05-09 02:16:04,drowsy
2025-05-09 02:16:04,drowsy
2025-05-09 02:16:04,drowsy
2025-05-09 02:16:04,drowsy
2025-05-09 02:16:05,drowsy
2025-05-09 02:16:05,drowsy
2025-05-09 02:16:05,drowsy
2025-05-09 02:16:05,drowsy
2025-05-09 02:16:05,drowsy
2025-05-09 02:16:05,drowsy
2025-05-09 02:16:05,hand_off
2025-05-09 02:16:05,hand_off
2025-05-09 02:16:05,drowsy
2025-05-09 02:16:06,drowsy
2025-05-09 02:16:06,drowsy
2025-05-09 02:16:06,drowsy
2025-05-09 02:16:06,hand_off
2025-05-09 02:16:06,drowsy
2025-05-09 02:16:06,drowsy
2025-05-09 02:16:06,drowsy
2025-05-09 02:16:06,drowsy
2025-05-09 02:16:06,drowsy
2025-05-09 02:16:07,drowsy
2025-05-09 02:16:07,drowsy
2025-05-09 02:16:07,drowsy
2025-05-09 02:16:07,drowsy
2025-05-09 02:16:07,hand_off
2025-05-09 02:16:07,hand_off
2025-05-09 02:16:07,hand_off
2025-05-09 02:16:07,hand_off
2025-05-09 02:16:07,hand_off
2025-05-09 02:16:08,hand_off
2025-05-09 02:16:08,hand_off
2025-05-09 02:16:08,hand_off
2025-05-09 02:16:08,hand_off
2025-05-09 02:16:08,hand_off
2025-05-09 02:16:08,hand_off
2025-05-09 02:16:08,hand_off
2025-05-09 02:16:08,hand_off
2025-05-09 02:16:08,hand_off
2025-05-09 02:16:09,hand_off
2025-05-09 02:16:09,hand_off
2025-05-09 02:16:09,hand_off
2025-05-09 02:16:09,safe
2025-05-09 02:16:09,safe
2025-05-09 02:16:09,phone_used
2025-05-09 02:16:09,phone_used
2025-05-09 02:16:09,safe
2025-05-09 02:16:10,safe
2025-05-09 02:16:10,safe
2025-05-09 02:16:10,phone_used
2025-05-09 02:16:10,head_pose
2025-05-09 02:16:10,head_pose
2025-05-09 02:16:10,safe
2025-05-09 02:16:10,safe
2025-05-09 02:16:10,head_pose
2025-05-09 02:16:10,head_pose
2025-05-09 02:16:11,head_pose
2025-05-09 02:16:11,head_pose
2025-05-09 02:16:11,head_pose
2025-05-09 02:16:11,head_pose
2025-05-09 02:16:11,head_pose
2025-05-09 02:16:11,head_pose
2025-05-09 02:16:11,head_pose
2025-05-09 02:16:11,head_pose
2025-05-09 02:16:11,head_pose
2025-05-09 02:16:12,hand_off
2025-05-09 02:16:12,hand_off
2025-05-09 02:16:12,hand_off
2025-05-09 02:16:12,hand_off
2025-05-09 02:16:12,hand_off
2025-05-09 02:16:12,hand_off
2025-05-09 02:16:12,hand_off
2025-05-09 02:16:12,hand_off
2025-05-09 02:16:12,hand_off
2025-05-09 02:16:13,hand_off
2025-05-09 02:16:13,drowsy
2025-05-09 02:16:13,drowsy
2025-05-09 02:16:13,drowsy
2025-05-09 02:16:13,drowsy
2025-05-09 02:16:13,drowsy
2025-05-09 02:16:13,drowsy
2025-05-09 02:16:13,drowsy
2025-05-09 02:16:13,drowsy
2025-05-09 02:16:14,drowsy
2025-05-09 02:16:14,hand_off
2025-05-09 02:16:14,hand_off
2025-05-09 02:16:14,hand_off
2025-05-09 02:16:14,hand_off
2025-05-09 02:16:14,hand_off
2025-05-09 02:16:14,hand_off
2025-05-09 02:16:14,hand_off
2025-05-09 02:16:14,hand_off
2025-05-09 02:16:33,safe
2025-05-09 02:16:33,safe
2025-05-09 02:16:33,head_pose
2025-05-09 02:16:33,safe
2025-05-09 02:16:33,head_pose
2025-05-09 02:16:34,head_pose
2025-05-09 02:16:34,head_pose
2025-05-09 02:16:34,head_pose
2025-05-09 02:16:34,head_pose
2025-05-09 02:16:34,head_pose
2025-05-09 02:16:34,head_pose
2025-05-09 02:16:34,safe
2025-05-09 02:16:34,head_pose
2025-05-09 02:16:34,head_pose
2025-05-09 02:16:35,head_pose
2025-05-09 02:16:35,hand_off
2025-05-09 02:16:35,hand_off
2025-05-09 02:16:35,hand_off
2025-05-09 02:16:35,hand_off
2025-05-09 02:16:35,hand_off
2025-05-09 02:16:35,hand_off
2025-05-09 02:16:35,hand_off
2025-05-09 02:16:35,hand_off
2025-05-09 02:16:36,hand_off
2025-05-09 02:16:36,hand_off
2025-05-09 02:16:36,hand_off
2025-05-09 02:16:36,phone_used
2025-05-09 02:16:36,safe
2025-05-09 02:16:36,phone_used
2025-05-09 02:16:36,phone_used
2025-05-09 02:16:36,safe
2025-05-09 02:16:36,phone_used
2025-05-09 02:16:37,safe
2025-05-09 02:16:37,safe
2025-05-09 02:16:37,phone_used
2025-05-09 02:16:37,safe
2025-05-09 02:16:37,phone_used
2025-05-09 02:16:37,phone_used
2025-05-09 02:16:37,phone_used
2025-05-09 02:16:37,phone_used
2025-05-09 02:16:38,safe
2025-05-09 02:16:38,phone_used
2025-05-09 02:16:38,safe
2025-05-09 02:16:38,phone_used
2025-05-09 02:16:38,phone_used
2025-05-09 02:16:38,phone_used
2025-05-09 02:16:38,phone_used
2025-05-09 02:16:38,safe
2025-05-09 02:16:39,safe
